,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
5097,2014-07-14,630000,4,2,2510,35020,1,No,No View,Good,8,1977,98075,47.5834,-122.003
5098,2014-09-15,630000,3,2,2320,32772,2,No,No View,Average,9,1992,98053,47.6304,-121.988
5099,2015-04-16,630000,4,2,2330,31705,2,No,No View,Good,8,1980,98052,47.6471,-122.03
5100,2014-08-08,630000,4,2,2290,26720,2,No,No View,Average,8,1977,98177,47.7502,-122.374
5101,2014-07-16,630000,5,2,2490,24969,1,No,Average,Good,8,1959,98023,47.336,-122.35
5102,2014-10-29,630000,4,2,3220,14463,2,No,No View,Average,8,1978,98074,47.6261,-122.047
5103,2014-11-14,630000,3,3,3800,13995,2,No,Good,Average,9,1983,98011,47.7741,-122.203
5104,2014-08-26,630000,3,1,1360,13000,1,No,No View,Very Good,6,1945,98010,47.3359,-122.033
5105,2015-04-23,630000,3,2,3490,12410,2,No,No View,Average,8,2009,98059,47.4714,-122.071
5106,2014-07-28,630000,4,2,1770,12278,1,No,No View,Average,7,1937,98115,47.7004,-122.295
5107,2014-09-30,630000,4,2,2540,11100,1,No,No View,Very Good,7,1957,98008,47.6317,-122.124
5108,2014-10-27,630000,4,2,1930,10210,2,No,Average,Average,8,1941,98125,47.7078,-122.277
5109,2014-07-02,630000,4,2,2190,9880,1,No,No View,Good,8,1979,98033,47.6926,-122.186
5110,2014-12-17,630000,4,2,2900,9680,2,No,No View,Average,7,1947,98125,47.7037,-122.308
5111,2014-06-18,630000,4,2,2807,9430,2,No,No View,Average,8,1996,98028,47.7449,-122.223
5112,2014-12-30,630000,6,3,2470,9328,2,No,No View,Average,8,1982,98007,47.6025,-122.153
5113,2015-02-24,630000,4,2,2950,9025,1,No,Average,Good,8,1975,98034,47.7128,-122.223
5114,2014-11-13,630000,4,2,2100,8800,1,No,Average,Good,7,1960,98008,47.6146,-122.114
5115,2014-07-09,630000,3,2,1710,8767,1,No,No View,Good,8,1986,98033,47.6945,-122.188
5116,2015-04-21,630000,4,2,2540,8706,2,No,No View,Average,9,1997,98075,47.5855,-122.031
5117,2015-04-13,630000,2,1,1050,8382,1,No,No View,Average,7,1959,98040,47.5627,-122.221
5118,2015-04-23,630000,5,4,4060,8309,2,No,No View,Average,9,2001,98028,47.757,-122.228
5119,2015-04-27,630000,3,2,1940,7306,1,No,No View,Average,8,1982,98052,47.6632,-122.153
5120,2015-01-13,630000,3,2,1540,6930,1,No,No View,Average,7,1944,98115,47.6782,-122.278
5121,2014-08-07,630000,5,2,2330,6783,1,No,No View,Average,7,1956,98115,47.6955,-122.295
5122,2014-05-12,630000,4,2,1770,6000,2,No,No View,Very Good,7,1911,98199,47.6493,-122.401
5123,2015-03-21,630000,3,2,1470,6000,1,No,No View,Average,8,1950,98033,47.6829,-122.202
5124,2014-05-07,630000,2,2,2550,5663,1,No,No View,Average,10,2011,98056,47.5304,-122.202
5125,2015-03-30,630000,2,2,1260,5300,1,No,No View,Good,7,1951,98103,47.6809,-122.348
5126,2014-10-28,630000,4,3,3640,5096,2,No,No View,Average,8,2010,98118,47.5428,-122.27
5127,2015-02-19,630000,4,2,2000,5000,2,No,No View,Very Good,7,1925,98144,47.5787,-122.293
5128,2014-07-15,630000,5,2,1900,5000,1,No,Average,Average,8,1957,98107,47.6735,-122.362
5129,2014-10-20,630000,4,2,1610,5000,2,No,No View,Very Good,7,1946,98117,47.6775,-122.398
5130,2014-12-18,630000,5,1,3020,4800,2,No,No View,Average,7,1901,98122,47.6025,-122.313
5131,2014-09-08,630000,4,2,2540,4727,2,No,No View,Average,9,1999,98034,47.7034,-122.236
5132,2015-04-05,630000,3,1,1590,4080,2,No,No View,Average,7,1922,98105,47.662,-122.326
5133,2014-07-28,630000,4,2,2240,4025,1,No,Average,Average,7,1926,98115,47.6818,-122.311
5134,2015-04-07,630000,4,2,2480,3680,2,No,No View,Good,7,1916,98116,47.5686,-122.392
5135,2014-07-08,630000,2,2,2290,3507,2,No,No View,Average,9,2005,98029,47.5545,-122.002
5136,2014-07-29,630000,4,2,2670,3240,2,No,No View,Good,9,1930,98144,47.5841,-122.294
5137,2015-03-17,630000,3,3,1880,2200,2,No,No View,Average,8,2007,98107,47.6666,-122.367
5138,2014-08-05,630000,4,2,1910,1502,3,No,No View,Average,8,2014,98107,47.6747,-122.393
5139,2014-08-06,630000,3,3,1610,1275,2,No,No View,Average,8,2005,98102,47.6236,-122.318
5140,2015-03-05,629950,3,2,1680,1683,2,No,No View,Average,9,2014,98119,47.6425,-122.374
5141,2015-03-10,629950,3,2,1680,1683,2,No,No View,Average,9,2014,98119,47.6424,-122.374
5142,2015-03-24,629950,3,2,1680,1620,2,No,No View,Average,9,2014,98119,47.6425,-122.374
5143,2014-07-01,629800,3,2,2390,1984,2,No,No View,Average,8,2008,98027,47.5405,-122.027
5144,2015-05-04,629500,3,2,2020,10584,1,No,No View,Average,10,1994,98075,47.5851,-122.028
5145,2014-07-14,629000,4,2,2660,22050,2,No,No View,Average,9,1996,98059,47.4911,-122.125
5146,2015-02-06,629000,3,2,1460,12367,2,Yes,Excellent,Good,8,1970,98023,47.3311,-122.375
5147,2014-10-07,629000,4,2,1900,11171,1,No,No View,Average,8,1984,98006,47.561,-122.126
5148,2014-06-02,629000,3,2,1760,5000,1,No,No View,Very Good,7,1920,98199,47.6408,-122.403
5149,2014-07-25,629000,3,2,1510,4560,2,No,No View,Good,7,1909,98116,47.5689,-122.408
5150,2015-01-09,629000,5,2,2050,3000,2,No,No View,Average,7,1912,98103,47.6864,-122.352
5151,2014-09-30,629000,3,2,2160,1912,2,No,No View,Average,9,2014,98118,47.5642,-122.292
5152,2015-03-10,628990,4,2,2540,32647,2,No,No View,Average,9,1996,98053,47.6324,-121.988
5153,2014-07-22,628000,3,2,4000,11894,1,No,No View,Average,9,1987,98011,47.7738,-122.203
5154,2014-11-21,628000,5,3,2830,11795,1,No,No View,Good,7,1960,98008,47.5828,-122.118
5155,2015-04-03,628000,3,2,1720,8521,1,No,No View,Good,7,1984,98033,47.6882,-122.184
5156,2015-03-12,628000,5,3,2600,8160,2,No,No View,Average,8,2015,98133,47.7348,-122.34
5157,2014-05-04,628000,4,2,2280,6010,1,No,No View,Average,7,1900,98122,47.6034,-122.289
5158,2014-05-13,628000,4,2,2260,6000,1,No,No View,Average,8,1958,98115,47.6876,-122.298
5159,2015-04-09,628000,4,2,1940,3060,1,No,No View,Good,7,1911,98115,47.6786,-122.317
5160,2015-03-17,627800,4,2,2010,12044,1,No,No View,Average,9,1982,98074,47.6446,-122.068
5161,2015-04-14,627500,4,2,2540,11500,1,No,No View,Good,8,1979,98006,47.5609,-122.15
5162,2014-10-01,627500,4,1,1560,4080,2,No,No View,Average,7,1923,98103,47.6711,-122.331
5163,2015-03-20,627250,4,2,2830,10677,2,No,No View,Average,9,1993,98011,47.742,-122.208
5164,2014-12-22,627000,4,2,2750,11830,2,No,No View,Average,9,2014,98059,47.4698,-122.121
5165,2014-11-17,627000,3,2,2310,10525,2,No,No View,Very Good,7,1965,98033,47.6727,-122.174
5166,2014-06-09,627000,4,2,2030,9300,1,No,No View,Good,8,1976,98052,47.6658,-122.149
5167,2014-05-05,627000,4,2,1990,7712,1,No,No View,Average,8,1973,98027,47.5688,-122.087
5168,2014-07-28,627000,5,3,3570,5425,2,No,No View,Average,7,2005,98075,47.5933,-122.007
5169,2014-08-26,627000,3,2,1940,3800,1,No,No View,Good,7,1927,98115,47.6842,-122.309
5170,2014-05-27,627000,3,4,2710,3475,2,No,No View,Average,8,2005,98027,47.5359,-122.072
5171,2015-05-04,626700,3,2,1410,3600,1,No,No View,Average,7,1906,98109,47.6402,-122.357
5172,2014-09-23,626500,3,2,1610,3210,1,No,No View,Very Good,7,1928,98103,47.6656,-122.335
5173,2014-12-04,626100,4,2,2280,7219,2,No,No View,Good,8,1987,98029,47.5719,-122.021
5174,2014-09-29,626000,4,2,1350,9293,1,No,No View,Good,7,1954,98004,47.6335,-122.196
5175,2015-01-22,626000,4,2,2570,7221,1,No,No View,Good,8,1958,98117,47.6921,-122.387
5176,2015-03-11,626000,3,2,2150,7200,1,No,No View,Average,8,1988,98029,47.5709,-122.018
5177,2015-04-08,626000,3,2,1810,5107,2,No,No View,Average,8,1989,98033,47.6882,-122.171
5178,2014-06-26,626000,3,2,2430,5000,2,No,No View,Good,7,1945,98117,47.6785,-122.372
5179,2014-07-16,626000,3,1,1040,4240,1,No,No View,Good,7,1924,98117,47.6768,-122.367
5180,2014-05-02,626000,3,2,1750,1572,2,No,No View,Average,9,2005,98102,47.6498,-122.321
5181,2015-01-26,625700,3,2,2570,159865,1,No,No View,Very Good,7,1968,98024,47.5547,-121.892
5182,2014-07-17,625504,3,2,1270,1566,2,No,No View,Average,8,2014,98105,47.6647,-122.284
5183,2015-04-10,625500,2,1,2160,7439,1,No,No View,Good,6,1953,98115,47.6981,-122.286
5184,2015-02-20,625250,4,2,2755,4831,2,No,No View,Average,7,2003,98053,47.685,-122.039
5185,2015-01-27,625000,2,2,1110,118047,1,No,No View,Average,7,1961,98072,47.7467,-122.128
5186,2015-03-31,625000,5,3,2910,85377,1,No,No View,Good,8,1966,98027,47.48,-122.03
5187,2014-07-09,625000,3,2,3160,76230,1,No,No View,Good,8,1978,98001,47.274,-122.287
5188,2014-06-24,625000,3,2,2410,64073,1,No,No View,Good,8,1976,98072,47.7457,-122.141
5189,2014-05-02,625000,4,3,2730,54014,1,No,No View,Average,9,2007,98059,47.5133,-122.11
5190,2014-05-21,625000,4,2,2630,48706,2,No,No View,Average,8,1986,98072,47.775,-122.125
5191,2015-05-07,625000,3,2,2570,47480,1,No,No View,Average,9,1979,98053,47.6854,-122.079
5192,2014-10-22,625000,4,2,2220,36085,2,No,No View,Average,9,1989,98075,47.5839,-121.991
5193,2015-04-06,625000,3,2,2750,35000,2,No,No View,Average,9,1993,98077,47.75,-122.024
5194,2014-10-13,625000,4,2,2601,34335,2,No,No View,Average,9,1995,98072,47.742,-122.087
5195,2014-08-22,625000,4,2,3190,27806,2,No,No View,Average,9,1997,98010,47.3425,-122.03
5196,2014-05-30,625000,4,3,4240,25639,2,No,Good,Average,10,1989,98023,47.3241,-122.378
5197,2014-12-22,625000,4,2,2660,22194,1,No,No View,Good,8,1977,98008,47.6142,-122.107
5198,2015-03-13,625000,4,3,2290,21486,1,No,Average,Very Good,7,1963,98006,47.5515,-122.189
5199,2014-06-25,625000,5,2,2700,21208,1,No,No View,Good,8,1955,98005,47.6078,-122.154
5200,2014-09-05,625000,3,2,1580,20588,1,No,No View,Average,8,1970,98125,47.706,-122.29
5201,2015-02-13,625000,3,2,2700,18893,1,No,No View,Good,7,1948,98010,47.3397,-122.048
5202,2014-07-21,625000,4,2,2470,17008,2,No,No View,Good,8,1979,98075,47.5924,-122.048
5203,2014-06-09,625000,3,2,2210,16200,1,No,No View,Average,8,1958,98005,47.5924,-122.175
5204,2015-01-07,625000,5,2,2990,15085,2,No,No View,Average,9,2007,98011,47.746,-122.218
5205,2014-09-24,625000,4,2,2190,13660,1,No,Good,Average,8,1952,98177,47.7658,-122.37
5206,2014-08-23,625000,4,3,2190,12825,1,No,No View,Average,9,1989,98034,47.7107,-122.229
5207,2015-05-05,625000,3,2,2168,12616,2,No,Fair,Good,7,1950,98146,47.4933,-122.367
5208,2014-05-22,625000,3,2,2060,12558,1,No,No View,Good,7,1984,98052,47.6659,-122.144
5209,2014-07-21,625000,3,2,1730,12219,1,No,No View,Good,7,1986,98004,47.5825,-122.189
5210,2014-07-21,625000,3,2,2360,12164,2,No,No View,Average,10,1987,98029,47.5596,-122.022
5211,2014-05-14,625000,4,3,1680,11180,1,No,No View,Good,7,1966,98052,47.6557,-122.127
5212,2014-05-23,625000,3,2,2600,10092,1,No,No View,Average,9,1984,98074,47.6223,-122.032
5213,2014-12-02,625000,3,2,1860,10027,2,No,No View,Average,8,1993,98033,47.6775,-122.165
5214,2015-04-29,625000,3,2,2120,10021,1,No,No View,Good,8,1976,98006,47.5621,-122.135
5215,2015-04-06,625000,4,2,3230,9935,2,No,No View,Average,8,1986,98028,47.7685,-122.257
5216,2015-05-04,625000,3,2,1920,9672,2,No,No View,Good,8,1984,98074,47.6233,-122.046
5217,2015-01-21,625000,4,2,2740,9599,1,No,Average,Average,8,1961,98177,47.7728,-122.385
5218,2014-07-30,625000,3,2,1600,9135,1,No,No View,Very Good,7,1955,98006,47.5724,-122.179
5219,2014-07-28,625000,4,2,1750,9000,1,No,No View,Average,8,1977,98052,47.6403,-122.105
5220,2015-01-02,625000,3,2,1920,8412,1,No,Average,Average,8,1977,98006,47.5578,-122.132
5221,2014-05-02,625000,4,2,2820,8408,2,No,No View,Average,9,2014,98155,47.7538,-122.325
5222,2014-07-29,625000,4,2,2100,8290,2,No,No View,Good,8,1978,98006,47.5595,-122.129
5223,2014-10-16,625000,4,2,1920,8259,2,No,No View,Good,8,1979,98027,47.5616,-122.088
5224,2014-05-20,625000,4,2,3550,8048,2,No,No View,Average,9,2007,98065,47.5422,-121.888
5225,2015-01-29,625000,3,1,1020,7650,1,No,No View,Average,6,1919,98033,47.6795,-122.202
5226,2014-08-15,625000,4,2,2070,7200,1,No,No View,Very Good,8,1977,98033,47.697,-122.169
5227,2014-07-04,625000,3,2,1300,7200,1,No,No View,Very Good,7,1960,98033,47.6821,-122.196
5228,2015-03-25,625000,4,3,2390,6979,2,No,No View,Average,8,1993,98029,47.5703,-121.996
5229,2014-10-14,625000,4,2,2020,6867,1,No,No View,Very Good,8,1942,98115,47.7,-122.292
5230,2014-12-23,625000,4,3,3010,6854,2,No,Average,Average,9,2012,98065,47.5171,-121.876
5231,2014-12-15,625000,4,2,2410,6770,1,No,No View,Good,7,1924,98103,47.6946,-122.336
5232,2014-05-03,625000,4,3,2920,6605,2,No,No View,Average,8,2012,98059,47.4909,-122.144
5233,2015-05-01,625000,3,2,3220,6409,2,No,No View,Average,9,2008,98059,47.4815,-122.127
5234,2014-08-28,625000,3,2,2000,6341,1,No,No View,Very Good,8,1981,98116,47.5639,-122.401
5235,2014-08-22,625000,3,2,2240,6050,1,No,No View,Good,8,1950,98116,47.5658,-122.4
5236,2015-05-12,625000,5,4,4010,6000,2,No,Good,Average,9,1997,98178,47.4928,-122.229
5237,2015-05-04,625000,3,3,2780,6000,2,No,No View,Average,9,2013,98065,47.5184,-121.886
5238,2014-07-25,625000,3,2,1990,5978,2,Yes,Excellent,Good,7,1926,98198,47.3449,-122.329
5239,2014-08-18,625000,2,2,1490,5750,2,No,No View,Good,7,1900,98116,47.5872,-122.39
5240,2015-04-17,625000,3,2,1840,5664,2,No,No View,Average,7,1948,98115,47.6899,-122.283
5241,2015-03-05,625000,4,3,2350,5627,1,No,No View,Very Good,8,1960,98118,47.5514,-122.268
5242,2014-07-11,625000,4,3,2530,5625,1,No,No View,Average,8,1976,98034,47.7094,-122.233
5243,2014-07-15,625000,4,2,2570,5520,2,No,No View,Average,9,2000,98074,47.6145,-122.027
5244,2015-04-08,625000,3,2,2260,5500,2,No,No View,Average,7,1910,98117,47.681,-122.388
5245,2014-07-09,625000,4,1,1600,5500,2,No,No View,Good,7,1946,98117,47.6983,-122.393
5246,2014-07-22,625000,5,1,3240,5324,2,No,No View,Average,9,2007,98065,47.523,-121.875
5247,2014-10-13,625000,4,2,1760,5307,2,No,No View,Good,7,1948,98105,47.6714,-122.28
5248,2014-12-16,625000,3,2,2180,5000,1,No,No View,Good,8,1977,98116,47.5828,-122.396
5249,2015-05-04,625000,4,2,2120,5000,2,No,No View,Good,8,1900,98122,47.6024,-122.296
5250,2014-06-20,625000,3,2,2440,4800,2,No,No View,Average,10,2014,98106,47.5595,-122.365
5251,2014-10-29,625000,3,1,1800,4800,1,No,Average,Good,9,1927,98126,47.5672,-122.372
5252,2014-10-01,625000,3,2,1660,4800,2,No,No View,Average,7,1906,98112,47.6296,-122.308
5253,2015-04-09,625000,3,2,2280,4757,2,No,No View,Average,8,2003,98075,47.5901,-122.018
5254,2014-11-24,625000,3,2,1970,4564,1,No,No View,Average,8,1959,98199,47.6703,-122.41
5255,2015-01-23,625000,3,2,1780,4500,1,No,No View,Good,7,1922,98117,47.6827,-122.362
5256,2014-07-23,625000,4,2,1410,4480,2,No,No View,Average,8,1927,98109,47.6385,-122.344
5257,2015-04-13,625000,4,2,2180,4431,2,No,No View,Average,8,1912,98112,47.636,-122.302
5258,2014-08-22,625000,2,1,1100,4160,1,No,No View,Average,7,1919,98109,47.6352,-122.352
5259,2014-10-01,625000,3,2,1600,4128,2,No,No View,Average,8,1906,98122,47.6122,-122.297
5260,2014-08-18,625000,3,1,1240,4080,1,No,No View,Average,7,1925,98103,47.667,-122.333
5261,2014-12-05,625000,4,3,2140,4000,1,No,No View,Average,7,1951,98115,47.6792,-122.287
5262,2014-07-06,625000,2,2,1990,4000,1,No,No View,Very Good,7,1952,98103,47.6889,-122.342
5263,2014-07-15,625000,3,2,1880,4000,1,No,Average,Average,8,1950,98199,47.6375,-122.391
5264,2014-09-23,625000,4,2,2190,3622,2,No,No View,Very Good,8,1925,98115,47.6887,-122.312
5265,2014-09-04,625000,3,3,2240,3600,2,No,No View,Average,7,1901,98102,47.6244,-122.326
5266,2015-03-04,625000,3,2,2140,3600,2,No,No View,Average,8,1911,98116,47.5846,-122.383
5267,2015-04-17,625000,3,2,2100,3264,2,No,No View,Very Good,7,1912,98107,47.6702,-122.364
5268,2015-01-23,625000,3,2,2010,3200,2,No,No View,Average,9,2009,98027,47.5463,-122.015
5269,2014-08-27,625000,3,2,2330,3141,2,No,No View,Average,8,2003,98116,47.5622,-122.392
5270,2014-07-11,625000,3,2,1230,3060,1,No,No View,Average,7,1927,98103,47.667,-122.333
5271,2014-10-15,625000,2,1,2160,2192,1,No,No View,Very Good,8,1925,98119,47.6364,-122.371
5272,2014-05-13,625000,3,4,1810,1846,2,No,No View,Good,8,2009,98122,47.607,-122.305
5273,2014-07-02,625000,3,3,1820,1641,3,No,No View,Average,8,2006,98119,47.6482,-122.358
5274,2014-09-19,625000,2,2,1460,1500,2,No,No View,Average,8,2008,98103,47.6853,-122.356
5275,2014-09-19,625000,3,4,1560,1490,2,No,No View,Average,8,1995,98102,47.6248,-122.319
5276,2014-07-18,625000,3,2,1730,1301,3,No,No View,Average,9,2011,98103,47.653,-122.352
5277,2014-11-20,625000,2,2,1390,916,2,No,No View,Average,8,2007,98122,47.6168,-122.314
5278,2015-04-09,624950,3,2,2060,4730,2,No,No View,Good,8,1994,98033,47.6874,-122.178
5279,2015-02-18,624900,4,2,2270,11500,1,No,No View,Average,8,1967,98034,47.7089,-122.241
5280,2014-07-09,624800,3,2,2250,14274,1,No,No View,Good,8,1964,98040,47.5762,-122.217
5281,2014-09-05,624500,6,3,3030,31920,1,No,No View,Good,8,1980,98075,47.575,-122.033
5282,2014-09-15,624000,3,2,2510,47044,1,No,No View,Good,7,1975,98072,47.7531,-122.14
5283,2015-03-24,624000,5,4,3570,14648,2,No,No View,Average,9,2005,98019,47.7377,-121.974
5284,2014-09-23,624000,4,3,2810,11250,1,No,No View,Average,8,1980,98052,47.692,-122.099
5285,2014-08-18,624000,4,2,2710,9216,1,No,No View,Average,8,1961,98126,47.5523,-122.379
5286,2015-03-01,624000,3,2,1510,5200,1,No,No View,Good,7,1922,98117,47.6864,-122.365
5287,2014-09-04,624000,4,3,1540,4140,2,No,No View,Very Good,7,1902,98107,47.6728,-122.396
5288,2014-12-18,623500,4,3,1550,3350,1,No,No View,Average,7,1918,98107,47.6583,-122.362
5289,2014-07-16,623300,4,4,4170,4524,2,No,No View,Average,9,2007,98072,47.7726,-122.162
5290,2015-04-20,623000,4,2,2710,49044,2,No,No View,Average,9,1988,98077,47.774,-122.08
5291,2015-03-19,623000,3,3,2390,21804,1,No,No View,Average,8,1973,98034,47.7339,-122.183
5292,2014-07-08,623000,3,2,2050,16313,1,No,No View,Fair- Badly worn,8,1973,98040,47.5743,-122.212
5293,2014-10-13,623000,4,3,2300,12633,2,No,No View,Average,9,1984,98074,47.6218,-122.032
5294,2014-09-16,623000,4,2,2980,9235,1,No,No View,Good,8,1977,98006,47.5513,-122.162
5295,2014-06-20,623000,3,2,1850,7777,2,No,No View,Very Good,8,1989,98033,47.6908,-122.169
5296,2015-04-09,622950,4,3,3030,7644,2,No,No View,Average,8,2006,98065,47.5457,-121.881
5297,2014-06-13,622500,5,3,3320,23760,2,No,No View,Good,8,1975,98072,47.7498,-122.146
5298,2014-09-11,622500,3,2,2290,14374,2,No,No View,Average,8,1983,98075,47.5886,-122.074
5299,2014-05-22,622500,4,2,2980,8107,2,No,No View,Average,9,2000,98065,47.5389,-121.876
5300,2014-08-27,622500,3,2,2260,4550,2,No,No View,Good,7,1928,98126,47.5714,-122.376
5301,2015-02-18,622500,2,2,1510,851,3,No,No View,Average,8,2013,98107,47.6536,-122.358
5302,2014-10-27,622200,3,2,1720,7200,1,No,No View,Average,7,1959,98125,47.7062,-122.304
5303,2014-12-04,622100,4,2,2280,14290,2,No,No View,Good,7,1942,98125,47.7054,-122.297
5304,2015-01-28,622000,4,2,3020,10714,1,No,No View,Very Good,8,1958,98006,47.56,-122.181
5305,2014-10-10,622000,3,2,1950,7481,2,No,No View,Average,8,1987,98027,47.564,-122.091
5306,2014-10-30,622000,4,2,2680,6120,1,No,No View,Very Good,8,1959,98117,47.6965,-122.393
5307,2015-03-16,622000,3,2,1650,3150,2,No,No View,Good,8,1929,98122,47.6156,-122.297
5308,2015-03-09,622000,3,2,1550,1919,3,No,No View,Average,8,2003,98107,47.6729,-122.379
5309,2014-10-15,622000,3,4,1690,1765,2,No,No View,Average,8,2006,98103,47.6536,-122.34
5310,2015-01-21,621500,3,2,2570,39634,2,No,No View,Average,8,1984,98075,47.596,-122.08
5311,2015-01-27,621500,5,2,2140,15950,1,No,Average,Good,8,1968,98166,47.4797,-122.358
5312,2014-05-28,621138,3,2,2180,7741,2,No,No View,Average,9,1986,98074,47.6482,-122.072
5313,2015-04-08,621000,4,2,2030,9905,1,No,No View,Good,8,1959,98006,47.5518,-122.184
5314,2014-12-30,621000,4,3,1950,6930,1,No,Average,Good,7,1960,98008,47.616,-122.113
5315,2014-10-23,621000,3,1,1340,4000,2,No,No View,Good,7,1927,98105,47.6652,-122.288
5316,2015-02-27,620047,4,2,1760,6000,1,No,No View,Average,7,1946,98119,47.6508,-122.373
5317,2014-09-09,620000,4,2,1840,220308,2,No,No View,Average,8,2000,98038,47.4306,-122.049
5318,2014-09-11,620000,3,2,2520,212137,2,No,No View,Average,9,2005,98019,47.7384,-121.878
5319,2014-10-15,620000,4,2,2980,210395,2,No,No View,Average,9,2001,98045,47.4575,-121.707
5320,2014-06-24,620000,4,2,2450,55387,2,No,No View,Average,9,1994,98053,47.6323,-121.985
5321,2014-07-22,620000,3,2,2190,45738,1,No,No View,Average,8,1990,98052,47.7108,-122.12
5322,2014-06-26,620000,3,2,2460,41343,1,No,No View,Good,8,1988,98027,47.5142,-122.021
5323,2014-10-03,620000,3,2,2410,35236,1,No,No View,Average,8,1980,98072,47.7651,-122.166
5324,2015-03-10,620000,5,2,3070,34991,2,No,No View,Average,9,1995,98059,47.4721,-122.148
5325,2014-09-23,620000,4,2,2720,34498,1,No,No View,Very Good,7,1966,98075,47.5832,-122.02
5326,2015-04-09,620000,4,2,2690,32780,2,No,No View,Average,9,1998,98014,47.6612,-121.955
5327,2015-05-07,620000,3,2,1680,28046,1,No,Good,Average,8,1948,98177,47.7648,-122.37
5328,2014-11-12,620000,4,2,2350,18800,1,No,Average,Average,8,1959,98005,47.5904,-122.177
5329,2015-03-09,620000,5,1,2230,16800,2,No,Good,Good,7,1923,98136,47.5161,-122.395
5330,2015-02-06,620000,5,3,2540,11422,1,No,No View,Average,8,1962,98006,47.5459,-122.176
5331,2015-03-18,620000,5,3,3160,10587,1,No,No View,Very Good,7,1960,98034,47.7238,-122.165
5332,2015-04-03,620000,3,2,2440,10363,2,No,No View,Average,9,1988,98029,47.5634,-122.016
5333,2014-07-11,620000,4,2,2210,10039,1,No,No View,Good,8,1967,98052,47.634,-122.101
